B1,B2,B3,B4,B5,B6,Sector
-74,-87,-78,-65,-86,-80,1
-77,-87,-80,-97,-83,-82,1
-75,-82,-88,-96,-80,-89,1
-73,-86,-77,-64,-76,-86,1
-75,-82,-84,-94,-77,-82,1
-78,-84,-78,-94,-76,-83,1
-79,-80,-83,-65,-78,-84,1
-81,-96,-76,-93,-78,-84,1
-94,-91,-82,-62,-77,-83,1
-72,-85,-77,-64,-77,-89,1
-77,-89,-84,-94,-77,-92,1
-80,-89,-80,-96,-77,-92,1
-74,-92,-80,-60,-78,-84,1
-77,-85,-85,-93,-79,-84,1
-72,-92,-82,-93,-80,-84,1
-71,-97,-89,-92,-74,-93,1
-69,-91,-85,-62,-74,-86,1
-73,-96,-85,-93,-73,-93,1
-78,-100,-91,-95,-73,-83,1
-74,-83,-79,-98,-73,-84,1
-74,-82,-85,-96,-81,-87,1
-71,-85,-80,-67,-83,-90,1
-74,-81,-87,-68,-86,-88,1
-71,-84,-82,-97,-82,-77,1
-73,-80,-86,-65,-79,-82,1
-73,-84,-80,-95,-75,-78,1
-79,-90,-78,-65,-83,-78,1
-80,-98,-83,-95,-77,-80,1
-78,-89,-76,-94,-83,-84,1
-76,-88,-81,-64,-82,-88,1
-77,-94,-82,-96,-79,-84,1
-80,-90,-77,-65,-80,-86,1
-76,-80,-74,-73,-79,-76,2
-74,-76,-81,-81,-81,-80,2
-80,-81,-72,-74,-82,-84,2
-77,-82,-78,-70,-81,-78,2
-74,-78,-74,-72,-79,-81,2
-73,-82,-81,-72,-91,-80,2
-73,-78,-81,-79,-89,-77,2
-72,-82,-73,-76,-94,-78,2
-74,-78,-77,-72,-82,-83,2
-75,-82,-71,-72,-85,-84,2
-73,-78,-78,-98,-77,-80,2
-74,-82,-72,-67,-86,-84,2
-77,-78,-78,-100,-80,-85,2
-75,-81,-72,-68,-84,-84,2
-80,-77,-78,-100,-74,-86,2
-83,-82,-71,-64,-80,-84,2
-79,-78,-78,-97,-80,-82,2
-77,-82,-80,-95,-83,-77,2
-80,-78,-69,-65,-91,-77,2
-72,-77,-69,-69,-87,-78,2
-73,-74,-76,-100,-89,-84,2
-85,-78,-69,-67,-78,-80,2
-77,-74,-70,-65,-87,-79,2
-75,-78,-76,-98,-84,-81,2
-76,-75,-74,-68,-87,-81,2
-85,-78,-82,-100,-82,-82,2
-86,-74,-75,-101,-86,-81,2
-88,-80,-78,-99,-76,-84,2
-81,-76,-71,-69,-77,-85,2
-84,-77,-80,-95,-76,-83,2
-80,-79,-76,-95,-86,-82,2
-73,-75,-80,-67,-88,-83,2
-73,-89,-73,-96,-87,-83,2
-78,-81,-80,-96,-78,-82,2
-78,-77,-74,-66,-82,-79,2
-79,-83,-74,-98,-82,-82,2
-78,-81,-84,-96,-83,-82,2
-78,-84,-76,-68,-95,-81,2
-77,-83,-80,-96,-99,-77,2
-76,-83,-80,-70,-92,-84,2
-77,-79,-73,-70,-78,-85,2
-74,-79,-78,-68,-77,-87,2
-75,-79,-79,-98,-81,-86,2
-76,-77,-80,-96,-82,-82,2
-75,-81,-80,-66,-94,-82,2
-77,-78,-72,-98,-78,-88,2
-77,-74,-78,-65,-78,-78,2
-72,-80,-72,-95,-77,-80,2
-74,-78,-78,-96,-85,-80,2
-77,-83,-72,-65,-91,-79,2
-77,-80,-70,-97,-89,-79,2
-74,-83,-77,-99,-83,-79,2
-78,-83,-71,-70,-86,-78,2
-79,-76,-77,-67,-82,-79,2
-78,-76,-70,-69,-82,-88,2
-79,-79,-71,-103,-80,-94,2
-79,-74,-85,-102,-85,-91,2
-79,-78,-79,-100,-84,-80,2
-80,-74,-82,-102,-83,-80,2
-75,-83,-76,-69,-78,-73,2
-75,-83,-70,-71,-78,-72,2
-74,-79,-70,-76,-78,-80,2
-74,-81,-81,-100,-82,-80,2
-78,-80,-72,-69,-83,-84,2
-81,-84,-72,-100,-82,-82,2
-80,-80,-80,-69,-82,-82,2
-76,-83,-74,-97,-75,-81,2
-76,-77,-80,-68,-76,-72,2
-76,-82,-74,-100,-75,-76,2
-76,-78,-80,-67,-77,-77,2
-77,-82,-73,-98,-76,-73,2
-77,-81,-74,-99,-77,-87,2
-75,-82,-81,-68,-81,-85,2
-76,-78,-75,-98,-80,-82,2
-75,-78,-80,-100,-88,-88,2
-80,-74,-73,-72,-94,-85,2
-79,-78,-79,-73,-94,-85,2
-80,-75,-72,-100,-77,-86,2
-81,-78,-78,-98,-77,-80,2
-82,-75,-72,-67,-83,-82,2
-81,-78,-78,-97,-82,-88,2
-75,-74,-72,-97,-84,-85,2
-75,-82,-78,-70,-82,-80,2
-76,-78,-72,-69,-84,-84,2
-76,-82,-78,-72,-83,-78,2
-75,-78,-73,-72,-80,-81,2
-76,-82,-72,-70,-82,-80,2
-74,-78,-78,-102,-82,-77,2
-76,-82,-72,-70,-82,-78,2
-75,-79,-78,-70,-82,-83,2
-74,-78,-71,-70,-77,-84,2
-74,-78,-70,-71,-78,-80,2
-74,-76,-76,-71,-80,-80,2
-71,-79,-70,-70,-84,-82,2
-72,-76,-76,-71,-74,-96,2
-71,-82,-71,-71,-80,-86,2
-76,-78,-77,-71,-73,-97,2
-75,-82,-70,-72,-77,-90,2
-76,-81,-76,-72,-77,-85,2
-77,-78,-70,-72,-80,-85,2
-74,-83,-89,-77,-72,-75,3
-71,-78,-85,-72,-78,-70,3
-71,-85,-78,-71,-77,-97,3
-69,-76,-85,-77,-76,-70,3
-69,-80,-78,-78,-76,-72,3
-70,-77,-84,-73,-84,-74,3
-73,-80,-93,-71,-72,-76,3
-70,-76,-92,-74,-70,-76,3
-86,-80,-96,-75,-100,-75,3
-97,-76,-83,-75,-71,-70,3
-72,-81,-88,-72,-75,-70,3
-68,-81,-78,-74,-75,-70,3
-67,-85,-84,-72,-76,-71,3
-68,-82,-77,-72,-73,-70,3
-68,-85,-83,-76,-73,-99,3
-67,-82,-76,-77,-76,-70,3
-69,-82,-78,-69,-76,-70,3
-69,-86,-84,-71,-75,-72,3
-69,-81,-85,-98,-73,-72,3
-69,-81,-78,-71,-76,-75,3
-67,-77,-85,-77,-79,-76,3
-68,-80,-78,-70,-73,-70,3
-69,-74,-85,-100,-72,-102,3
-69,-79,-84,-78,-78,-70,3
-70,-76,-77,-80,-80,-70,3
-69,-82,-83,-78,-71,-70,3
-70,-79,-76,-78,-71,-72,3
-69,-80,-76,-78,-74,-73,3
-69,-75,-80,-78,-77,-72,3
-70,-79,-77,-74,-77,-71,3
-69,-79,-84,-86,-75,-77,3
-74,-76,-80,-77,-73,-76,3
-69,-80,-80,-76,-74,-76,3
-69,-76,-82,-70,-70,-70,3
-68,-78,-96,-73,-70,-71,3
-68,-82,-96,-76,-100,-71,3
-68,-78,-97,-76,-74,-76,3
-69,-79,-95,-75,-74,-76,3
-69,-83,-82,-73,-81,-76,3
-69,-79,-75,-72,-73,-69,3
-69,-76,-82,-72,-73,-100,3
-67,-81,-75,-75,-75,-69,3
-67,-78,-84,-75,-78,-98,3
-67,-82,-77,-75,-87,-104,3
-72,-82,-83,-79,-79,-69,3
-69,-78,-76,-76,-77,-70,3
-69,-82,-87,-76,-75,-69,3
-69,-80,-80,-80,-74,-69,3
-69,-84,-82,-80,-76,-69,3
-69,-80,-74,-82,-72,-70,3
-69,-79,-80,-72,-72,-70,3
-68,-84,-74,-76,-71,-69,3
-68,-80,-85,-83,-74,-102,3
-68,-83,-80,-78,-75,-76,3
-69,-78,-85,-95,-74,-74,3
-74,-82,-80,-82,-74,-74,3
-68,-82,-86,-78,-72,-70,3
-68,-77,-80,-73,-73,-69,3
-68,-80,-85,-74,-73,-100,3
-68,-77,-80,-72,-73,-69,3
-68,-80,-96,-73,-72,-76,3
-70,-76,-92,-82,-73,-77,3
-77,-78,-96,-70,-73,-71,3
-76,-80,-94,-72,-77,-71,3
-74,-78,-93,-69,-77,-70,3
-74,-83,-92,-79,-80,-68,3
-73,-79,-84,-102,-78,-100,3
-73,-82,-78,-70,-79,-99,3
-77,-81,-83,-74,-74,-67,3
-78,-77,-76,-78,-73,-67,3
-78,-81,-83,-92,-80,-78,3
-75,-76,-89,-90,-76,-77,3
-71,-80,-93,-83,-82,-78,3
-77,-77,-88,-70,-80,-70,3
-75,-80,-94,-102,-77,-69,3
-69,-78,-86,-70,-80,-98,3
-68,-82,-94,-70,-77,-68,3
-70,-79,-88,-76,-81,-78,3
-68,-78,-95,-83,-79,-77,3
-68,-81,-77,-84,-79,-79,3
-74,-78,-84,-82,-78,-70,3
-73,-80,-77,-71,-85,-71,3
-73,-76,-83,-101,-83,-72,3
-72,-81,-76,-70,-84,-71,3
-66,-76,-83,-70,-83,-74,3
-67,-78,-78,-94,-79,-73,3
-67,-85,-84,-90,-79,-73,3
-70,-80,-79,-76,-77,-73,3
-71,-85,-85,-77,-78,-70,3
-71,-81,-78,-69,-77,-75,3
-76,-81,-84,-71,-76,-75,3
-72,-83,-85,-98,-76,-77,3
-73,-80,-83,-71,-84,-71,3
-73,-82,-78,-77,-72,-71,3
-69,-78,-84,-70,-74,-71,3
-71,-82,-78,-100,-77,-72,3
-67,-78,-84,-78,-85,-75,3
-66,-78,-78,-81,-85,-74,3
-68,-76,-88,-84,-81,-70,3
-70,-76,-82,-90,-78,-72,3
-69,-85,-91,-66,-76,-78,4
-67,-86,-81,-96,-91,-78,4
-66,-82,-74,-95,-76,-84,4
-67,-80,-80,-66,-74,-82,4
-66,-88,-72,-67,-78,-81,4
-65,-83,-72,-76,-77,-82,4
-64,-87,-76,-75,-79,-80,4
-67,-82,-70,-72,-84,-81,4
-67,-81,-76,-71,-80,-77,4
-67,-91,-70,-71,-82,-75,4
-67,-86,-76,-74,-78,-81,4
-65,-85,-82,-73,-77,-79,4
-66,-89,-76,-71,-79,-80,4
-67,-82,-77,-71,-78,-80,4
-68,-86,-71,-70,-80,-83,4
-67,-86,-77,-71,-82,-80,4
-67,-82,-77,-70,-87,-82,4
-67,-85,-70,-71,-88,-81,4
-67,-84,-70,-98,-80,-84,4
-67,-81,-76,-68,-93,-82,4
-65,-92,-72,-97,-80,-81,4
-67,-88,-78,-68,-76,-79,4
-67,-88,-79,-100,-75,-81,4
-66,-94,-72,-99,-75,-79,4
-66,-88,-79,-70,-76,-80,4
-65,-88,-72,-72,-82,-80,4
-63,-88,-78,-67,-76,-80,4
-62,-84,-76,-98,-72,-82,4
-62,-89,-76,-98,-79,-85,4
-66,-84,-82,-68,-81,-80,4
-66,-87,-78,-97,-84,-80,4
-66,-92,-84,-96,-76,-87,4
-65,-89,-73,-72,-80,-85,4
-63,-90,-81,-72,-78,-82,4
-64,-80,-75,-72,-74,-82,4
-66,-84,-80,-97,-75,-83,4
-65,-83,-72,-98,-90,-82,4
-66,-90,-79,-66,-95,-84,4
-66,-85,-72,-96,-92,-78,4
-65,-82,-78,-67,-82,-78,4
-65,-81,-76,-96,-74,-77,4
-63,-87,-86,-97,-87,-84,4
-63,-86,-76,-71,-82,-82,4
-63,-90,-83,-72,-75,-84,4
-63,-83,-72,-100,-73,-89,4
-71,-87,-78,-97,-86,-83,4
-72,-85,-74,-67,-74,-83,4
-74,-84,-76,-97,-83,-80,4
-67,-80,-69,-67,-78,-77,4
-70,-84,-78,-97,-77,-83,4
-68,-81,-71,-97,-80,-76,4
-71,-86,-78,-67,-77,-76,4
-70,-83,-76,-96,-78,-83,4
-72,-88,-70,-67,-89,-87,4
-71,-86,-76,-98,-91,-81,4
-66,-86,-71,-67,-73,-88,4
-69,-90,-78,-98,-82,-83,4
-72,-89,-71,-96,-86,-81,4
-69,-85,-78,-66,-75,-81,4
-68,-85,-72,-71,-79,-83,4
-70,-81,-71,-71,-80,-84,4
-70,-85,-76,-71,-82,-82,4
-76,-81,-76,-65,-93,-97,4
-80,-84,-69,-94,-82,-82,4
-85,-87,-75,-96,-81,-82,4
-84,-90,-69,-65,-76,-80,4
-70,-87,-75,-96,-76,-96,4
-71,-89,-68,-68,-75,-78,4
-75,-85,-80,-101,-80,-79,4
-75,-89,-72,-70,-82,-82,4
-80,-85,-72,-67,-83,-75,4
-86,-82,-78,-98,-78,-73,4
-70,-84,-71,-96,-78,-86,4
-72,-83,-71,-69,-76,-74,4
-70,-80,-82,-97,-75,-83,4
-68,-85,-72,-66,-80,-78,4
-69,-81,-78,-66,-79,-77,4
-67,-84,-71,-97,-77,-80,4
-79,-80,-71,-96,-78,-77,4
-72,-85,-77,-98,-76,-78,4
-67,-85,-69,-66,-76,-89,4
-70,-87,-76,-96,-76,-78,4
-65,-96,-69,-96,-86,-78,4
-66,-91,-75,-66,-82,-84,4
-66,-95,-69,-98,-76,-82,4
-66,-88,-68,-70,-75,-81,4
-69,-82,-75,-98,-75,-82,4
-68,-82,-86,-94,-83,-80,4
-67,-76,-91,-97,-84,-81,4
-68,-74,-82,-66,-85,-77,4
-68,-83,-87,-69,-80,-75,4
-67,-83,-80,-87,-80,-81,4
-67,-87,-74,-80,-81,-92,4
-67,-79,-80,-98,-82,-91,4
-65,-83,-76,-70,-78,-84,4
-65,-80,-88,-81,-77,-83,4
-65,-85,-82,-67,-79,-86,4
-65,-80,-76,-97,-78,-82,4
-68,-82,-87,-94,-80,-82,4
-68,-78,-82,-80,-82,-79,4
-75,-76,-83,-98,-79,-74,5
-75,-82,-76,-64,-69,-74,5
-73,-77,-79,-94,-101,-74,5
-73,-69,-83,-94,-98,-74,5
-72,-73,-74,-62,-77,-74,5
-76,-70,-80,-94,-80,-75,5
-77,-70,-75,-93,-77,-72,5
-80,-73,-83,-62,-78,-101,5
-83,-69,-77,-93,-78,-72,5
-80,-73,-83,-93,-71,-72,5
-71,-81,-82,-64,-71,-83,5
-71,-80,-75,-95,-72,-84,5
-71,-77,-76,-95,-80,-88,5
-72,-78,-82,-64,-78,-74,5
-85,-82,-76,-95,-76,-71,5
-84,-72,-82,-64,-69,-75,5
-78,-75,-72,-94,-69,-73,5
-78,-72,-72,-95,-99,-74,5
-70,-76,-83,-72,-80,-76,5
-71,-78,-76,-69,-80,-76,5
-71,-74,-82,-98,-80,-72,5
-71,-71,-76,-97,-80,-72,5
-76,-76,-82,-66,-80,-72,5
-75,-71,-74,-98,-81,-74,5
-76,-75,-80,-95,-78,-76,5
-76,-75,-73,-67,-78,-75,5
-80,-72,-82,-62,-78,-73,5
-84,-75,-73,-93,-78,-72,5
-82,-74,-80,-94,-80,-72,5
-76,-78,-71,-62,-70,-77,5
-76,-77,-77,-93,-70,-75,5
-76,-73,-76,-94,-68,-74,5
-82,-84,-76,-62,-80,-75,5
-80,-76,-76,-100,-81,-75,5
-82,-73,-73,-99,-83,-74,5
-84,-70,-80,-67,-71,-74,5
-71,-70,-81,-100,-70,-73,5
-71,-75,-80,-70,-71,-74,5
-69,-71,-74,-100,-77,-76,5
-76,-72,-80,-70,-76,-72,5
-77,-84,-76,-64,-80,-98,5
-76,-81,-82,-94,-73,-70,5
-72,-81,-76,-62,-77,-100,5
-72,-76,-78,-93,-73,-69,5
-72,-80,-84,-96,-77,-100,5
-76,-76,-77,-64,-76,-73,5
-76,-81,-79,-94,-77,-71,5
-76,-77,-72,-64,-84,-71,5
-80,-83,-79,-95,-70,-76,5
-79,-80,-72,-96,-70,-74,5
-78,-83,-73,-64,-70,-71,5
-78,-80,-77,-96,-82,-72,5
-74,-80,-70,-68,-84,-72,5
-76,-83,-76,-101,-73,-71,5
-77,-85,-70,-103,-75,-72,5
-77,-79,-77,-69,-80,-74,5
-76,-80,-71,-102,-82,-72,5
-76,-84,-83,-101,-74,-72,5
-74,-84,-79,-69,-80,-76,5
-70,-80,-85,-100,-82,-74,5
-74,-82,-76,-64,-69,-70,5
-75,-72,-74,-95,-99,-71,5
-77,-72,-77,-95,-69,-80,5
-78,-75,-89,-64,-101,-77,5
-76,-72,-76,-96,-68,-73,5
-78,-77,-85,-96,-81,-76,5
-78,-80,-78,-64,-83,-73,5
-80,-86,-72,-95,-82,-73,5
-76,-82,-70,-96,-70,-74,5
-87,-83,-70,-100,-98,-75,5
-83,-70,-82,-99,-70,-71,5
-84,-74,-83,-98,-100,-72,5
-71,-70,-76,-69,-70,-73,5
-72,-72,-84,-62,-81,-71,5
-72,-71,-80,-93,-81,-71,5
-76,-73,-79,-93,-81,-73,5
-77,-70,-84,-62,-74,-75,5
-77,-79,-72,-94,-78,-76,5
-76,-80,-72,-94,-72,-73,5
-75,-81,-76,-62,-71,-71,5
-71,-85,-70,-92,-71,-72,5
-71,-80,-76,-92,-70,-72,5
-72,-82,-79,-65,-74,-72,5
-71,-90,-78,-96,-74,-71,5
-71,-80,-72,-94,-74,-72,5
-75,-81,-78,-63,-70,-73,5
-75,-82,-71,-93,-70,-73,5
-75,-80,-72,-93,-70,-72,5
-74,-76,-79,-63,-79,-73,5
-78,-79,-72,-95,-80,-73,5
-87,-77,-78,-96,-80,-72,5
-86,-75,-72,-62,-74,-72,5
-73,-69,-80,-94,-74,-81,5
-73,-84,-73,-62,-74,-80,5
-73,-86,-74,-94,-84,-72,5
-75,-85,-82,-63,-80,-72,5
-77,-83,-76,-95,-81,-84,5
-77,-87,-85,-62,-73,-74,5
-77,-85,-75,-96,-73,-71,5
-70,-75,-81,-94,-72,-72,5
-83,-89,-83,-74,-74,-76,6
-77,-88,-88,-77,-81,-75,6
-76,-83,-81,-76,-82,-96,6
-76,-82,-92,-77,-84,-94,6
-76,-81,-83,-76,-73,-73,6
-79,-77,-83,-72,-74,-73,6
-77,-81,-90,-73,-74,-72,6
-78,-77,-83,-71,-74,-78,6
-78,-80,-82,-72,-74,-78,6
-96,-83,-90,-75,-74,-88,6
-94,-80,-87,-71,-80,-90,6
-90,-82,-96,-71,-84,-78,6
-79,-79,-88,-72,-82,-78,6
-80,-80,-92,-74,-73,-90,6
-79,-82,-92,-75,-73,-87,6
-79,-78,-86,-76,-73,-89,6
-80,-86,-91,-71,-83,-73,6
-93,-83,-77,-71,-83,-73,6
-91,-86,-84,-98,-74,-77,6
-98,-83,-79,-70,-74,-76,6
-80,-86,-85,-71,-73,-77,6
-80,-84,-78,-72,-74,-72,6
-80,-87,-84,-72,-73,-72,6
-79,-84,-78,-73,-75,-72,6
-80,-83,-84,-74,-74,-78,6
-81,-79,-81,-73,-74,-78,6
-80,-79,-87,-74,-73,-78,6
-81,-82,-81,-74,-73,-86,6
-88,-79,-81,-73,-73,-88,6
-90,-82,-88,-72,-81,-73,6
-89,-79,-82,-76,-83,-74,6
-91,-84,-87,-77,-81,-73,6
-81,-87,-83,-76,-76,-93,6
-81,-84,-76,-72,-75,-93,6
-80,-87,-83,-72,-80,-75,6
-81,-78,-76,-73,-80,-74,6
-92,-82,-83,-74,-78,-74,6
-93,-79,-77,-74,-75,-79,6
-80,-82,-83,-76,-75,-79,6
-80,-78,-77,-78,-76,-79,6
-79,-82,-88,-78,-73,-92,6
-78,-79,-81,-79,-73,-94,6
-77,-83,-87,-76,-81,-90,6
-77,-79,-82,-77,-80,-80,6
-77,-82,-87,-76,-73,-80,6
-76,-83,-81,-71,-74,-80,6
-74,-82,-88,-71,-73,-92,6
-76,-80,-81,-78,-79,-89,6
-77,-82,-93,-82,-80,-91,6
-78,-86,-86,-78,-80,-74,6
-93,-83,-92,-71,-78,-74,6
-90,-87,-86,-71,-75,-79,6
-89,-83,-85,-71,-73,-80,6
-94,-87,-92,-71,-73,-80,6
-78,-84,-90,-78,-76,-74,6
-78,-88,-78,-78,-74,-75,6
-77,-78,-77,-78,-74,-75,6
-96,-82,-84,-74,-73,-77,6
-96,-79,-84,-75,-74,-77,6
-93,-83,-78,-70,-80,-79,6
-95,-80,-96,-101,-78,-97,6
-77,-83,-89,-71,-80,-91,6
-77,-79,-96,-76,-74,-76,6
-77,-79,-91,-74,-75,-76,6
-77,-86,-96,-71,-75,-75,6
-78,-83,-77,-71,-77,-90,6
-78,-86,-83,-71,-78,-97,6
-77,-83,-77,-98,-75,-76,6
-77,-86,-83,-79,-77,-93,6
-100,-83,-83,-78,-79,-89,6
-96,-86,-77,-78,-80,-75,6
-96,-82,-83,-76,-75,-74,6
-78,-82,-82,-74,-73,-76,6
-78,-78,-82,-78,-75,-80,6
-78,-79,-88,-78,-73,-81,6
-78,-82,-87,-82,-73,-79,6
-86,-82,-90,-74,-73,-75,6
-88,-79,-95,-74,-76,-75,6
-87,-83,-93,-78,-76,-75,6
-86,-79,-87,-81,-76,-74,6
-77,-83,-86,-76,-74,-78,6
-76,-78,-90,-74,-73,-78,6
-76,-80,-84,-74,-73,-92,6
-76,-84,-91,-70,-77,-89,6
-76,-81,-85,-71,-74,-93,6
-78,-82,-92,-70,-76,-74,6
-78,-78,-84,-74,-82,-74,6
-78,-82,-93,-74,-81,-73,6
-76,-78,-88,-73,-74,-93,6
-77,-82,-83,-71,-75,-91,6
-76,-82,-90,-70,-76,-94,6
-76,-83,-84,-70,-74,-77,6
-78,-80,-90,-77,-81,-77,6
-77,-83,-90,-72,-82,-73,6
-77,-78,-84,-74,-84,-73,6
-76,-83,-78,-79,-73,-72,6
-76,-83,-84,-77,-74,-78,6
-77,-84,-78,-77,-74,-78,6
-79,-82,-84,-78,-74,-88,6
-79,-85,-78,-78,-76,-77,6
-85,-97,-86,-82,-73,-72,7
-84,-84,-82,-87,-76,-74,7
-82,-79,-91,-75,-82,-73,7
-89,-83,-81,-74,-76,-86,7
-81,-79,-79,-73,-71,-75,7
-83,-82,-76,-85,-73,-82,7
-78,-81,-73,-71,-73,-76,7
-80,-86,-81,-70,-74,-78,7
-85,-82,-75,-68,-78,-78,7
-84,-83,-80,-68,-72,-78,7
-85,-88,-75,-98,-76,-77,7
-87,-88,-70,-68,-74,-81,7
-80,-81,-84,-99,-94,-80,7
-80,-86,-79,-69,-66,-77,7
-82,-82,-77,-101,-97,-71,7
-84,-80,-66,-68,-68,-73,7
-89,-88,-72,-97,-68,-73,7
-78,-88,-66,-72,-81,-71,7
-85,-83,-73,-73,-85,-80,7
-78,-83,-68,-74,-93,-80,7
-82,-94,-75,-70,-76,-80,7
-85,-90,-68,-100,-77,-78,7
-84,-79,-74,-70,-88,-76,7
-85,-83,-68,-68,-79,-80,7
-89,-80,-75,-98,-77,-77,7
-87,-83,-69,-68,-78,-76,7
-77,-80,-76,-98,-98,-77,7
-79,-83,-69,-99,-95,-78,7
-78,-87,-75,-70,-66,-77,7
-78,-92,-69,-69,-98,-74,7
-91,-89,-79,-68,-68,-73,7
-87,-84,-70,-96,-100,-74,7
-84,-88,-75,-98,-83,-80,7
-82,-86,-68,-99,-73,-78,7
-77,-86,-70,-98,-70,-84,7
-78,-79,-76,-98,-74,-77,7
-76,-85,-70,-73,-68,-71,7
-77,-85,-75,-70,-79,-75,7
-76,-87,-70,-70,-78,-81,7
-76,-82,-79,-102,-84,-82,7
-76,-85,-73,-72,-80,-79,7
-80,-80,-79,-71,-79,-79,7
-80,-83,-73,-100,-65,-80,7
-81,-88,-78,-98,-66,-74,7
-86,-83,-83,-69,-65,-74,7
-87,-87,-78,-67,-84,-74,7
-81,-84,-84,-99,-82,-80,7
-78,-87,-81,-80,-81,-78,7
-77,-84,-73,-69,-67,-79,7
-78,-87,-80,-67,-74,-78,7
-81,-83,-73,-69,-98,-76,7
-90,-84,-79,-98,-68,-80,7
-81,-87,-69,-72,-76,-79,7
-77,-83,-69,-69,-80,-81,7
-77,-86,-76,-100,-83,-81,7
-78,-88,-70,-69,-81,-80,7
-78,-84,-77,-100,-82,-80,7
-77,-88,-73,-98,-81,-76,7
-78,-85,-80,-68,-74,-76,7
-79,-89,-74,-98,-76,-79,7
-77,-85,-75,-98,-79,-83,7
-79,-88,-82,-72,-68,-77,7
-78,-85,-74,-71,-67,-84,7
-77,-86,-70,-71,-97,-82,7
-78,-84,-76,-100,-96,-75,7
-78,-88,-69,-100,-98,-82,7
-80,-84,-75,-100,-84,-78,7
-78,-85,-76,-69,-81,-78,7
-80,-82,-69,-68,-78,-76,7
-82,-87,-76,-98,-76,-75,7
-82,-88,-70,-71,-78,-80,7
-83,-88,-77,-100,-72,-83,7
-84,-93,-71,-68,-74,-80,7
-78,-95,-76,-97,-73,-80,7
-79,-90,-70,-102,-78,-81,7
-79,-84,-76,-69,-98,-78,7
-87,-86,-69,-98,-73,-82,7
-82,-87,-76,-100,-78,-82,7
-81,-87,-69,-69,-70,-82,7
-83,-83,-77,-70,-73,-77,7
-79,-79,-71,-69,-67,-77,7
-81,-81,-77,-101,-99,-85,7
-81,-73,-78,-70,-79,-81,7
-78,-91,-75,-102,-78,-87,7
-78,-78,-74,-69,-66,-85,7
-79,-78,-83,-100,-96,-85,7
-83,-88,-65,-69,-97,-81,7
-86,-85,-71,-98,-64,-82,7
-90,-88,-74,-100,-94,-84,7
-84,-84,-69,-70,-66,-83,7
-80,-89,-74,-102,-96,-84,7
-83,-82,-68,-72,-96,-79,7
-84,-86,-87,-70,-81,-77,7
-84,-84,-76,-70,-82,-77,7
-83,-87,-75,-69,-81,-72,7
-82,-84,-78,-102,-74,-74,7
-80,-88,-72,-103,-75,-73,7
